Collection Year,Collection Agency,Collection Name,OBS Gear Code,FMP Area,Reporting Area,ADFG Region,ADFG Statistical Area,Agency Species Code Type,Species Code,Species Group Code,Species Group Name,Number Animals,Weight,Record Count,Contact,Date Received from AKR
2010,ADFG,Sport Fishery,,GOA,630,,,AKR,157,ROCK,Other Rockfish,365,503,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2021-10-31 19:00:02
2010,ADFG,Sport Fishery,,GOA,630,,,AKR,158,ROCK,Other Rockfish,41,38.2,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2021-10-31 19:00:02
2010,ADFG,Sport Fishery,,GOA,640,,,AKR,155,ROCK,Other Rockfish,5,5.9,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2021-10-31 19:00:02
2010,ADFG,Sport Fishery,,GOA,650,,,AKR,135,ROCK,Other Rockfish,11,7.4,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2021-10-31 19:00:02
2010,ADFG,Sport Fishery,,GOA,650,,,AKR,137,ROCK,Other Rockfish,70,135.9,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2021-10-31 19:00:02
2010,ADFG,Sport Fishery,,GOA,650,,,AKR,153,ROCK,Other Rockfish,48,82.8,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2021-10-31 19:00:02
2010,ADFG,Sport Fishery,,GOA,650,,,AKR,155,ROCK,Other Rockfish,669,604.2,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2021-10-31 19:00:02
2010,ADFG,Sport Fishery,,GOA,650,,,AKR,156,ROCK,Other Rockfish,96,128.3,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2021-10-31 19:00:02
2010,ADFG,Sport Fishery,,GOA,650,,,AKR,157,ROCK,Other Rockfish,928,1438.9,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2021-10-31 19:00:02
2010,ADFG,Sport Fishery,,GOA,650,,,AKR,158,ROCK,Other Rockfish,48,26.5,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2021-10-31 19:00:02
2010,ADFG,Sport Fishery,,GOA,650,,,AKR,184,ROCK,Other Rockfish,28,49.7,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,595431,AKR,145,ROCK,Other Rockfish,0,31,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,595432,AKR,145,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,595502,AKR,145,ROCK,Other Rockfish,0,7,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,605400,AKR,145,ROCK,Other Rockfish,0,9,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,605431,AKR,145,ROCK,Other Rockfish,0,56,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,605503,AKR,145,ROCK,Other Rockfish,0,18,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,615400,AKR,145,ROCK,Other Rockfish,0,92,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,615431,AKR,145,ROCK,Other Rockfish,0,116,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,615503,AKR,145,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,615505,AKR,145,ROCK,Other Rockfish,0,13,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,625402,AKR,145,ROCK,Other Rockfish,0,26,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,625433,AKR,145,ROCK,Other Rockfish,0,13,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,625435,AKR,145,ROCK,Other Rockfish,0,34,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,625436,AKR,145,ROCK,Other Rockfish,0,21,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,635330,AKR,145,ROCK,Other Rockfish,0,8,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,635400,AKR,145,ROCK,Other Rockfish,0,30,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,635433,AKR,145,ROCK,Other Rockfish,0,13,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,635435,AKR,145,ROCK,Other Rockfish,0,19,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,645331,AKR,145,ROCK,Other Rockfish,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,645332,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,645401,AKR,145,ROCK,Other Rockfish,0,15,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,645408,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,645431,AKR,145,ROCK,Other Rockfish,0,5,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,655330,AKR,145,ROCK,Other Rockfish,0,25,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,655404,AKR,145,ROCK,Other Rockfish,0,6,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,665301,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,665331,AKR,145,ROCK,Other Rockfish,0,6,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,665332,AKR,145,ROCK,Other Rockfish,0,10,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,665333,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,675302,AKR,145,ROCK,Other Rockfish,0,16,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,685231,AKR,145,ROCK,Other Rockfish,0,24,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,685301,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,685302,AKR,145,ROCK,Other Rockfish,0,13,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,695239,AKR,145,ROCK,Other Rockfish,0,36,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,545602,AKR,145,ROCK,Other Rockfish,0,39,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,555532,AKR,153,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,555600,AKR,145,ROCK,Other Rockfish,0,10,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,555600,AKR,153,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,555630,AKR,145,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,555701,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565501,AKR,145,ROCK,Other Rockfish,0,6,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565501,AKR,153,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565502,AKR,153,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565533,AKR,145,ROCK,Other Rockfish,0,9,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565533,AKR,153,ROCK,Other Rockfish,0,5,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565534,AKR,153,ROCK,Other Rockfish,0,8,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565602,AKR,145,ROCK,Other Rockfish,0,6,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565603,AKR,145,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565604,AKR,145,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565604,AKR,153,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565633,AKR,145,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565634,AKR,145,ROCK,Other Rockfish,0,5,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565635,AKR,145,ROCK,Other Rockfish,0,5,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,565702,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,575432,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,575501,AKR,145,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,575502,AKR,145,ROCK,Other Rockfish,0,5,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,575531,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,575532,AKR,145,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,575603,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,575604,AKR,145,ROCK,Other Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,575605,AKR,145,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,575632,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,575633,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,585431,AKR,145,ROCK,Other Rockfish,0,84,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,585501,AKR,145,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,585601,AKR,145,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,475900,AKR,145,ROCK,Other Rockfish,0,88,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,475900,AKR,147,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,475900,AKR,153,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,475931,AKR,145,ROCK,Other Rockfish,0,93,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,475931,AKR,147,ROCK,Other Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,475931,AKR,153,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,476001,AKR,145,ROCK,Other Rockfish,0,5,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,476001,AKR,147,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,485800,AKR,145,ROCK,Other Rockfish,0,113,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,485800,AKR,157,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,485831,AKR,145,ROCK,Other Rockfish,0,190,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,485831,AKR,147,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,485831,AKR,153,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,485831,AKR,157,ROCK,Other Rockfish,0,5,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,485901,AKR,145,ROCK,Other Rockfish,0,198,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,485901,AKR,147,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,485901,AKR,153,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,485902,AKR,145,ROCK,Other Rockfish,0,50,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,485902,AKR,157,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,485931,AKR,145,ROCK,Other Rockfish,0,22,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,485934,AKR,145,ROCK,Other Rockfish,0,18,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495730,AKR,145,ROCK,Other Rockfish,0,85,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495800,AKR,145,ROCK,Other Rockfish,0,454,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495800,AKR,157,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495832,AKR,145,ROCK,Other Rockfish,0,57,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495832,AKR,157,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495901,AKR,145,ROCK,Other Rockfish,0,133,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495901,AKR,147,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495901,AKR,157,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495931,AKR,145,ROCK,Other Rockfish,0,94,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495931,AKR,147,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495932,AKR,145,ROCK,Other Rockfish,0,40,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495933,AKR,145,ROCK,Other Rockfish,0,15,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495933,AKR,147,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,495938,AKR,145,ROCK,Other Rockfish,0,36,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,505700,AKR,145,ROCK,Other Rockfish,0,14,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,505730,AKR,145,ROCK,Other Rockfish,0,121,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2021-10-31 19:00:02
