Record Count,Loaded to Repository,Survey,Year,Species Code,Common Name,Scientific Name,Sex,Age (years),Age Pop,Mean Length (mm),Std Deviation Length
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Female,49,97521.1333333333,627.901945356118,32.7068148595955
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Female,50,85247.25,649.624709301473,1.90054304786796
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Female,51,90399,610.686843881016,27.2165184831587
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Female,52,33186.9,649.99499802633,23.7471790545315
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Female,53,7858.4,682.39387152601,13.0510790303625
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Female,54,8286.33333333333,700,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Female,55,2578.8,670,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Female,56,7858.4,682.39387152601,13.0510790303625
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Female,57,23805.8,590,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Female,58,12076,680,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Female,59,2578.8,670,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Female,63,5866,690,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,-9,127863,355.14699326623,18.9851899908813
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,9,21155,420,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,11,209819.128205128,490.734359239325,8.1367740059571
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,12,122753.216666667,464.103774334223,29.7179917930831
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,13,852206.467697335,462.649486550495,21.7196042599262
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,14,1139933.01201609,477.060611708718,26.4472473137083
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,15,1489847.72471091,474.56005721007,31.3995266738935
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,16,1034180.16025282,490.686815256388,27.515787195822
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,17,755710.258593694,483.464037124143,27.3245577162276
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,18,237717.020081879,500.360532735424,30.3774956809957
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,19,433116.961965812,491.218972008381,28.6574867849895
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,20,126394.993464052,503.798675218479,51.3431658542614
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,21,111953.866666667,497.733971373923,19.8712132056854
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,22,223954.108543417,516.053919666359,26.5749535255016
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,23,177820.358974359,508.420158690837,8.3143336003479
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,24,301917.385164835,513.807901048311,22.627781965891
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,25,49634.6666666667,520,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,26,204174.322649573,523.998595322166,21.7258572737343
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,27,26628.3333333333,550,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,28,104100.980769231,520.305906746242,9.99531995799147
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,29,50458.2307692308,510,
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,30,104804.865079365,557.359749369444,18.5331174494843
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,31,11645.5,580,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,32,131370.211538462,512.249980274477,14.7457584243469
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,34,62195.6666666667,542.215534844335,44.1608292999234
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,35,10225.3333333333,600,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,36,65235.1111111111,540,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,37,104833,541.246649432908,21.4128012961378
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,40,10225.3333333333,600,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,41,11645.5,580,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,42,25424.6666666667,602.137818916013,14.7243987803413
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,45,61052.6984126984,553.202575448741,19.0230718948599
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,46,82212.75,543.900520296426,19.047213637319
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,47,31375.3333333333,559.077831842424,21.5002995231721
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,48,4747,610,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,50,17855.6666666667,607.283028730375,14.825241307187
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,52,7569,590,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,54,5288,650,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,57,12561,630,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,58,11645.5,580,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,60,10286.6666666667,620,0
1,2021-09-29 10:30:17,GOA,1996,30100,silvergray rockfish,Sebastes brevispinis,Male,63,4747,610,0
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,-9,13396621,353.600826656214,33.7757272968473
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,4,9969.33333333333,220,0
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,5,221814.333333333,250.109716384424,17.2399441350426
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,6,455940.892857143,283.349458282696,7.68734999354457
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,7,296997.171550672,310.035929906438,21.3983301165732
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,8,799672.22845292,311.735440343701,19.0855467557402
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,9,1029070.37146089,329.559590843447,14.5945521694785
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,10,643266.277211269,351.807709945356,20.4296344229484
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,11,619605.434733894,354.560262074653,12.8945503980557
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,12,896632.15045608,357.741513793182,13.9049666750304
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,13,1727984.10303544,353.262811947451,16.5924944309719
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,14,2382453.26764437,364.202918864388,15.4971078635278
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,15,1545638.63037061,361.28630596007,20.3061952942873
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,16,841853.662828593,365.823454295742,14.2008868787311
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,17,298723.9872558,377.131532336751,18.7879610923304
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,18,122045.1875,385.484525967073,8.92247130888993
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,19,40209.4444444444,426.247039805463,12.1813664189538
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,20,252273.047619048,382.754132867625,24.2804957486158
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,21,189685.055555556,423.460387994017,8.44048995020095
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,22,88577.1875,380,0
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,23,166470.992063492,373.48647376241,25.8368166016433
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,24,267960.069852941,386.434300535379,17.6083186174437
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,25,168264.055555556,421.292905033854,12.5697611206379
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,26,77941.5555555555,414.084656024315,4.9155005244738
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,27,31836.4444444444,420,0
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,28,169687.307692308,402.290279531255,10.5637794164797
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Female,30,52048.8076923077,394.021705957943,13.5982049949619
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,-9,14569,250,0
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,4,6370.25,230,0
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,5,51674.8,244.381265142778,11.9329489978173
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,6,477022.45,267.285448515054,12.0240304544673
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,7,254789.233333333,280.831547434566,7.20013084681125
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,8,253090.180701754,299.054974531199,16.2171295023692
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,9,1164106.62807018,315.191729783938,15.7406041953321
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,10,892751.188888889,320.906257730862,13.8450482528948
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,11,466866.183625731,317.509850569225,22.4984473391011
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,12,981587.205847953,319.85131099183,13.6396032538281
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,13,1123743.07280702,309.263127624002,14.8701910992819
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,14,4076158.88421053,322.70544335874,14.3402025143365
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,15,4774351.41111111,325.230339477851,12.3608693045533
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,16,444801,340,0
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,17,429634.780701754,323.763028022679,17.1501876138116
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,19,140128.583333333,313.762936778899,14.5470448384525
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,20,303091.5,345.324530711023,8.83968251284015
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,21,8788.25,370,0
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,24,144978.888888889,350,0
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,25,222400.5,340,0
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,27,498719.722222222,335.006371314104,15.5291141995894
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,28,427626.783333333,349.304403563434,24.1731192691001
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,29,220872.83625731,332.819538007832,23.7456274994799
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,30,80691,360,0
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,33,144978.888888889,350,0
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,35,289957.777777778,350,0
1,2021-09-29 10:30:17,GOA,1996,30430,redstripe rockfish,Sebastes proriger,Male,36,80691,360,0
1,2021-09-29 10:30:17,GOA,1996,30535,harlequin rockfish,Sebastes variegatus,Female,-9,17450,252.782808022923,134.775472172344
1,2021-09-29 10:30:17,GOA,1996,30535,harlequin rockfish,Sebastes variegatus,Female,3,13822.5,150,0
1,2021-09-29 10:30:17,GOA,1996,30535,harlequin rockfish,Sebastes variegatus,Female,4,817332.2,169.304928889379,12.562058648856
1,2021-09-29 10:30:17,GOA,1996,30535,harlequin rockfish,Sebastes variegatus,Female,5,1739108.6,176.932511287679,14.7717260056408
1,2021-09-29 10:30:17,GOA,1996,30535,harlequin rockfish,Sebastes variegatus,Female,6,2556252.1169389,207.582028883741,29.0245388300722
1,2021-09-29 10:30:17,GOA,1996,30535,harlequin rockfish,Sebastes variegatus,Female,7,1933294.75884923,233.105170889309,31.8438663139626
1,2021-09-29 10:30:17,GOA,1996,30535,harlequin rockfish,Sebastes variegatus,Female,8,2328225.601552,248.09338821012,41.7079272201049
