"YEAR","REGULATORY_AREA_NAME","Biom_est","Biom_CV","Biom_LL","Biom_UL","Group"
"1993","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"1994","AI","0","0","0","0","Silvergray_Rockfish"
"1994","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"1994","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"1995","AI","0","0","0","0","Silvergray_Rockfish"
"1995","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"1995","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"1996","AI","0","0","0","0","Silvergray_Rockfish"
"1996","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"1996","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"1997","AI","0","0","0","0","Silvergray_Rockfish"
"1997","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"1997","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"1998","AI","0","0","0","0","Silvergray_Rockfish"
"1998","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"1998","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"1999","AI","0","0","0","0","Silvergray_Rockfish"
"1999","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"1999","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2000","AI","0","0","0","0","Silvergray_Rockfish"
"2000","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2000","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2001","AI","0","0","0","0","Silvergray_Rockfish"
"2001","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2001","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2002","AI","0","0","0","0","Silvergray_Rockfish"
"2002","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2002","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2003","AI","0","0","0","0","Silvergray_Rockfish"
"2003","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2003","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2004","AI","0","0","0","0","Silvergray_Rockfish"
"2004","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2004","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2005","AI","0","0","0","0","Silvergray_Rockfish"
"2005","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2005","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2006","AI","0","0","0","0","Silvergray_Rockfish"
"2006","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2006","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2007","AI","0","0","0","0","Silvergray_Rockfish"
"2007","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2007","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2008","AI","0","0","0","0","Silvergray_Rockfish"
"2008","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2008","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2009","AI","0","0","0","0","Silvergray_Rockfish"
"2009","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2009","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2010","AI","0","0","0","0","Silvergray_Rockfish"
"2010","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2010","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2011","AI","0","0","0","0","Silvergray_Rockfish"
"2011","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2011","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2012","AI","0","0","0","0","Silvergray_Rockfish"
"2012","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2012","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2013","AI","0","0","0","0","Silvergray_Rockfish"
"2013","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2013","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2014","AI","0","0","0","0","Silvergray_Rockfish"
"2014","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2014","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2015","AI","0","0","0","0","Silvergray_Rockfish"
"2015","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2015","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2016","AI","0","0","0","0","Silvergray_Rockfish"
"2016","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2016","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2017","AI","0","0","0","0","Silvergray_Rockfish"
"2017","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2017","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2018","AI","0","0","0","0","Silvergray_Rockfish"
"2018","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2018","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2019","AI","0","0","0","0","Silvergray_Rockfish"
"2019","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2019","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"2020","AI","0","0","0","0","Silvergray_Rockfish"
"2020","ALEUTIANS","0","0","0","0","Silvergray_Rockfish"
"2020","S BERING SEA","0","0","0","0","Silvergray_Rockfish"
"1982","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1983","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1984","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1985","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1986","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1987","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1988","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1989","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1990","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1991","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1992","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1993","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1994","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1995","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1996","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1997","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1998","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"1999","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2000","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2001","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2002","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2003","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2004","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2005","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2006","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2007","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2008","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2009","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2010","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2011","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2012","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2013","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2014","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2015","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2016","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2017","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2018","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2019","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2020","EBS_SHELF","0","0","0","0","Silvergray_Rockfish"
"2002","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2003","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2004","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2005","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2006","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2007","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2008","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2009","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2010","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2011","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2012","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2013","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2014","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2015","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2016","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2017","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2018","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2019","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"2020","EBS_SLOPE","0","0","0","0","Silvergray_Rockfish"
"1984","CENTRAL GOA","58.2464","0.505337","21.633","156.827","Silvergray_Rockfish"
"1984","EASTERN GOA","4786.24","0.274432","2795.07","8195.87","Silvergray_Rockfish"
"1984","GOA","4880.86","0.292766","2749.72","8663.71","Silvergray_Rockfish"
"1984","WESTERN GOA","36.3748","1.72545","1.23614","1070.36","Silvergray_Rockfish"
"1985","CENTRAL GOA","79.3594","0.811427","16.177","389.313","Silvergray_Rockfish"
"1985","EASTERN GOA","5013.4","0.762679","1124.42","22353.1","Silvergray_Rockfish"
"1985","GOA","5129.14","0.745073","1190.76","22093.5","Silvergray_Rockfish"
"1985","WESTERN GOA","36.3748","1.47682","2.01237","657.495","Silvergray_Rockfish"
"1986","CENTRAL GOA","108.125","0.776642","23.5959","495.472","Silvergray_Rockfish"
"1986","EASTERN GOA","5251.35","0.776498","1146.31","24056.9","Silvergray_Rockfish"
"1986","GOA","5395.85","0.759115","1218.68","23890.9","Silvergray_Rockfish"
"1986","WESTERN GOA","36.3748","1.17678","3.62333","365.168","Silvergray_Rockfish"
"1987","CENTRAL GOA","147.318","0.299412","81.9204","264.924","Silvergray_Rockfish"
"1987","EASTERN GOA","5500.6","0.372991","2647.97","11426.3","Silvergray_Rockfish"
"1987","GOA","5684.29","0.361507","2798.69","11545.1","Silvergray_Rockfish"
"1987","WESTERN GOA","36.3748","0.767214","8.08602","163.631","Silvergray_Rockfish"
"1988","CENTRAL GOA","182.718","0.771988","40.2395","829.68","Silvergray_Rockfish"
"1988","EASTERN GOA","7387.76","0.782887","1592.6","34270.5","Silvergray_Rockfish"
"1988","GOA","7605.51","0.765239","1697.24","34081","Silvergray_Rockfish"
"1988","WESTERN GOA","35.0299","1.13126","3.81498","321.652","Silvergray_Rockfish"
"1989","CENTRAL GOA","226.624","0.795103","47.698","1076.74","Silvergray_Rockfish"
"1989","EASTERN GOA","9922.39","0.784997","2130.16","46218.9","Silvergray_Rockfish"
"1989","GOA","10182.7","0.768313","2258.73","45905.6","Silvergray_Rockfish"
"1989","WESTERN GOA","33.7348","1.37411","2.28252","498.586","Silvergray_Rockfish"
"1990","CENTRAL GOA","281.08","0.445331","117.424","672.827","Silvergray_Rockfish"
"1990","EASTERN GOA","13326.6","0.386063","6253.11","28401.6","Silvergray_Rockfish"
"1990","GOA","13640.2","0.376609","6519.94","28536.2","Silvergray_Rockfish"
"1990","WESTERN GOA","32.4875","1.55367","1.54599","682.693","Silvergray_Rockfish"
"1991","CENTRAL GOA","351.524","0.796268","73.8174","1673.99","Silvergray_Rockfish"
"1991","EASTERN GOA","14827.5","0.780521","3211.26","68463.8","Silvergray_Rockfish"
"1991","GOA","15210.3","0.763467","3406.13","67922.6","Silvergray_Rockfish"
"1991","WESTERN GOA","31.2864","1.69024","1.13919","859.237","Silvergray_Rockfish"
"1992","CENTRAL GOA","439.623","0.775884","96.0805","2011.53","Silvergray_Rockfish"
"1992","EASTERN GOA","16497.4","0.767311","3666.64","74227.5","Silvergray_Rockfish"
"1992","GOA","16967.2","0.748855","3909.96","73628.8","Silvergray_Rockfish"
"1992","WESTERN GOA","30.1296","1.79366","0.895783","1013.41","Silvergray_Rockfish"
"1993","CENTRAL GOA","549.801","0.319655","293.84","1028.73","Silvergray_Rockfish"
"1993","EASTERN GOA","18355.4","0.296151","10272.5","32798.5","Silvergray_Rockfish"
"1993","GOA","18934.3","0.289242","10740.9","33377.7","Silvergray_Rockfish"
"1993","WESTERN GOA","29.0157","1.86944","0.74359","1132.22","Silvergray_Rockfish"
"1994","CENTRAL GOA","745.032","0.789155","158.647","3498.79","Silvergray_Rockfish"
"1994","EASTERN GOA","19686.9","0.760833","4431.42","87460.3","Silvergray_Rockfish"
"1994","GOA","20459.9","0.7365","4830.38","86661","Silvergray_Rockfish"
"1994","WESTERN GOA","27.9429","1.92086","0.647445","1205.98","Silvergray_Rockfish"
"1995","CENTRAL GOA","1009.59","0.841707","193.941","5255.57","Silvergray_Rockfish"
"1995","EASTERN GOA","21114.9","0.757255","4786.31","93148.9","Silvergray_Rockfish"
"1995","GOA","22151.4","0.726976","5328.28","92090.7","Silvergray_Rockfish"
"1995","WESTERN GOA","26.9097","1.94984","0.589074","1229.28","Silvergray_Rockfish"
"1996","CENTRAL GOA","1368.09","0.599413","422.555","4429.39","Silvergray_Rockfish"
"1996","EASTERN GOA","22646.5","0.267228","13413.2","38235.9","Silvergray_Rockfish"
"1996","GOA","24040.5","0.256099","14552.9","39713.6","Silvergray_Rockfish"
"1996","WESTERN GOA","25.9148","1.95739","0.558966","1201.46","Silvergray_Rockfish"
"1997","CENTRAL GOA","1501.81","0.885907","264.554","8525.37","Silvergray_Rockfish"
"1997","EASTERN GOA","25117.3","0.758239","5682.6","111020","Silvergray_Rockfish"
"1997","GOA","26644.1","0.721286","6480.82","109540","Silvergray_Rockfish"
"1997","WESTERN GOA","24.9567","1.94375","0.552888","1126.51","Silvergray_Rockfish"
"1998","CENTRAL GOA","1648.6","0.914097","274.802","9890.3","Silvergray_Rockfish"
"1998","EASTERN GOA","27857.7","0.764429","6226.58","124635","Silvergray_Rockfish"
"1998","GOA","29530.3","0.727473","7096.27","122887","Silvergray_Rockfish"
"1998","WESTERN GOA","24.034","1.90846","0.570574","1012.37","Silvergray_Rockfish"
"1999","CENTRAL GOA","1809.73","0.715179","445.495","7351.69","Silvergray_Rockfish"
"1999","EASTERN GOA","30897","0.315735","16640.2","57368.8","Silvergray_Rockfish"
"1999","GOA","32729.9","0.299648","18192","58885.7","Silvergray_Rockfish"
"1999","WESTERN GOA","23.1454","1.85029","0.615834","869.891","Silvergray_Rockfish"
"2000","CENTRAL GOA","434.832","0.772096","95.7415","1974.89","Silvergray_Rockfish"
"2000","EASTERN GOA","34275.8","0.822506","6836.86","171838","Silvergray_Rockfish"
"2000","GOA","34732.9","0.814051","7043.81","171268","Silvergray_Rockfish"
"2000","WESTERN GOA","22.2896","1.76699","0.698254","711.528","Silvergray_Rockfish"
"2001","CENTRAL GOA","104.479","0.490669","39.9359","273.335","Silvergray_Rockfish"
"2001","EASTERN GOA","38024.1","0.951061","5895.2","245255","Silvergray_Rockfish"
"2001","GOA","38150","0.948954","5939.21","245053","Silvergray_Rockfish"
"2001","WESTERN GOA","21.4655","1.65475","0.837897","549.911","Silvergray_Rockfish"
"2002","CENTRAL GOA","101.62","0.740374","23.8101","433.71","Silvergray_Rockfish"
"2002","EASTERN GOA","42182.2","0.885265","7440.06","239157","Silvergray_Rockfish"
"2002","GOA","42304.5","0.883325","7490.06","238940","Silvergray_Rockfish"
"2002","WESTERN GOA","20.6719","1.50713","1.07767","396.529","Silvergray_Rockfish"
"2003","CENTRAL GOA","98.8399","0.509974","36.3776","268.554","Silvergray_Rockfish"
"2003","EASTERN GOA","46795.1","0.560403","15601.8","140354","Silvergray_Rockfish"
"2003","GOA","46913.8","0.559007","15684.3","140326","Silvergray_Rockfish"
"2003","WESTERN GOA","19.9076","1.31224","1.5206","260.629","Silvergray_Rockfish"
"2004","CENTRAL GOA","263.764","0.72362","63.8642","1089.36","Silvergray_Rockfish"
"2004","EASTERN GOA","42955.4","0.723335","10406.4","177310","Silvergray_Rockfish"
"2004","GOA","43238.3","0.719571","10552.6","177166","Silvergray_Rockfish"
"2004","WESTERN GOA","19.1716","1.04394","2.47762","148.347","Silvergray_Rockfish"
"2005","CENTRAL GOA","703.878","0.459624","285.929","1732.75","Silvergray_Rockfish"
"2005","EASTERN GOA","39430.8","0.366174","19237.2","80821.8","Silvergray_Rockfish"
"2005","GOA","40153.1","0.359841","19834.3","81287.3","Silvergray_Rockfish"
"2005","WESTERN GOA","18.4627","0.612328","5.55996","61.3085","Silvergray_Rockfish"
"2006","CENTRAL GOA","498.029","0.699139","126.513","1960.53","Silvergray_Rockfish"
"2006","EASTERN GOA","33704.6","0.670737","9052.04","125497","Silvergray_Rockfish"
"2006","GOA","34221.1","0.662362","9342.85","125345","Silvergray_Rockfish"
"2006","WESTERN GOA","18.445","1.03385","2.43133","139.93","Silvergray_Rockfish"
"2007","CENTRAL GOA","352.38","0.346944","178.52","695.562","Silvergray_Rockfish"
"2007","EASTERN GOA","28810","0.250064","17647.5","47032.9","Silvergray_Rockfish"
"2007","GOA","29180.8","0.246766","17990.6","47331.3","Silvergray_Rockfish"
"2007","WESTERN GOA","18.4272","1.28805","1.47588","230.075","Silvergray_Rockfish"
"2008","CENTRAL GOA","224.789","0.685304","58.6721","861.226","Silvergray_Rockfish"
"2008","EASTERN GOA","19069.4","0.673278","5096.03","71358.1","Silvergray_Rockfish"
"2008","GOA","19312.6","0.665762","5237.61","71211.4","Silvergray_Rockfish"
"2008","WESTERN GOA","18.4095","1.46479","1.04277","325.008","Silvergray_Rockfish"
"2009","CENTRAL GOA","143.396","0.383386","67.6384","304.006","Silvergray_Rockfish"
"2009","EASTERN GOA","12622.1","0.384824","5936.96","26835","Silvergray_Rockfish"
"2009","GOA","12783.9","0.379447","6076.76","26894","Silvergray_Rockfish"
"2009","WESTERN GOA","18.3918","1.59011","0.814886","415.098","Silvergray_Rockfish"
"2010","CENTRAL GOA","750.115","0.742756","174.937","3216.44","Silvergray_Rockfish"
"2010","EASTERN GOA","27915.8","0.682534","7325.98","106374","Silvergray_Rockfish"
"2010","GOA","28684.3","0.66672","7764.62","105966","Silvergray_Rockfish"
"2010","WESTERN GOA","18.3741","1.67559","0.688521","490.336","Silvergray_Rockfish"
"2011","CENTRAL GOA","3923.9","0.707037","981.467","15687.7","Silvergray_Rockfish"
"2011","EASTERN GOA","61740.1","0.337559","31859","119647","Silvergray_Rockfish"
"2011","GOA","65682.4","0.319021","35147.4","122745","Silvergray_Rockfish"
"2011","WESTERN GOA","18.3564","1.72715","0.621737","541.961","Silvergray_Rockfish"
"2012","CENTRAL GOA","1425.67","0.743608","331.931","6123.4","Silvergray_Rockfish"
"2012","EASTERN GOA","36696.7","0.678444","9707.87","138717","Silvergray_Rockfish"
"2012","GOA","38140.7","0.65661","10531","138136","Silvergray_Rockfish"
"2012","WESTERN GOA","18.3387","1.7478","0.596497","563.807","Silvergray_Rockfish"
"2013","CENTRAL GOA","517.991","0.341776","265.092","1012.16","Silvergray_Rockfish"
"2013","EASTERN GOA","21811.6","0.351959","10941.9","43479.1","Silvergray_Rockfish"
"2013","GOA","22347.9","0.343551","11397.2","43820.1","Silvergray_Rockfish"
"2013","WESTERN GOA","18.3211","1.73865","0.606713","553.246","Silvergray_Rockfish"
"2014","CENTRAL GOA","842.089","0.695242","215.554","3289.73","Silvergray_Rockfish"
"2014","EASTERN GOA","29560.8","0.678421","7820.47","111738","Silvergray_Rockfish"
"2014","GOA","30421.2","0.662261","8307.09","111405","Silvergray_Rockfish"
"2014","WESTERN GOA","18.3034","1.6992","0.654853","511.59","Silvergray_Rockfish"
"2015","CENTRAL GOA","1368.97","0.447548","569.42","3291.2","Silvergray_Rockfish"
"2015","EASTERN GOA","40063.2","0.331414","20923.8","76709.7","Silvergray_Rockfish"
"2015","GOA","41450.4","0.320491","22116.8","77684.9","Silvergray_Rockfish"
"2015","WESTERN GOA","18.2858","1.62726","0.753289","443.882","Silvergray_Rockfish"
"2016","CENTRAL GOA","1681.28","0.729687","402.271","7026.89","Silvergray_Rockfish"
"2016","EASTERN GOA","36300.5","0.684359","9492.36","138819","Silvergray_Rockfish"
"2016","GOA","38000","0.659188","10439.3","138324","Silvergray_Rockfish"
"2016","WESTERN GOA","18.2682","1.51822","0.931888","358.121","Silvergray_Rockfish"
"2017","CENTRAL GOA","2064.85","0.515557","751.687","5672.05","Silvergray_Rockfish"
"2017","EASTERN GOA","32891.2","0.388108","15371.5","70379","Silvergray_Rockfish"
"2017","GOA","34974.3","0.366502","17052","71733.5","Silvergray_Rockfish"
"2017","WESTERN GOA","18.2507","1.36319","1.26155","264.03","Silvergray_Rockfish"
"2018","CENTRAL GOA","712.401","0.725186","171.962","2951.32","Silvergray_Rockfish"
"2018","EASTERN GOA","30610.7","0.67372","8173.19","114645","Silvergray_Rockfish"
"2018","GOA","31341.4","0.660594","8586.36","114400","Silvergray_Rockfish"
"2018","WESTERN GOA","18.2331","1.14364","1.93808","171.534","Silvergray_Rockfish"
"2019","CENTRAL GOA","245.788","0.45897","99.9718","604.288","Silvergray_Rockfish"
"2019","EASTERN GOA","28488.4","0.247153","17550.4","46243.3","Silvergray_Rockfish"
"2019","GOA","28752.4","0.244781","17795.6","46455.4","Silvergray_Rockfish"
"2019","WESTERN GOA","18.2156","0.808612","3.73369","88.8682","Silvergray_Rockfish"
"2020","CENTRAL GOA","245.788","1.00341","34.3905","1756.64","Silvergray_Rockfish"
"2020","EASTERN GOA","28488.4","0.925888","4640.2","174904","Silvergray_Rockfish"
"2020","GOA","28752.4","0.919645","4740.86","174378","Silvergray_Rockfish"
"2020","WESTERN GOA","18.2156","1.20417","1.7196","192.955","Silvergray_Rockfish"
"1980","AI","0","0","0","0","Darkblotched_Rockfish"
"1980","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1980","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1981","AI","0","0","0","0","Darkblotched_Rockfish"
"1981","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1981","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1982","AI","0","0","0","0","Darkblotched_Rockfish"
"1982","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1982","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1983","AI","0","0","0","0","Darkblotched_Rockfish"
"1983","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1983","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1984","AI","0","0","0","0","Darkblotched_Rockfish"
"1984","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1984","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1985","AI","0","0","0","0","Darkblotched_Rockfish"
"1985","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1985","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1986","AI","0","0","0","0","Darkblotched_Rockfish"
"1986","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1986","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1987","AI","0","0","0","0","Darkblotched_Rockfish"
"1987","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1987","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1988","AI","0","0","0","0","Darkblotched_Rockfish"
"1988","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1988","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1989","AI","0","0","0","0","Darkblotched_Rockfish"
"1989","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1989","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1990","AI","0","0","0","0","Darkblotched_Rockfish"
"1990","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1990","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1991","AI","0","0","0","0","Darkblotched_Rockfish"
"1991","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1991","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1992","AI","0","0","0","0","Darkblotched_Rockfish"
"1992","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1992","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1993","AI","0","0","0","0","Darkblotched_Rockfish"
"1993","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1993","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1994","AI","0","0","0","0","Darkblotched_Rockfish"
"1994","ALEUTIANS","0","0","0","0","Darkblotched_Rockfish"
"1994","S BERING SEA","0","0","0","0","Darkblotched_Rockfish"
"1995","AI","0","0","0","0","Darkblotched_Rockfish"
